"DNNumber","Date","FieldDetermination","Location","Description","Latitude","Longitude"
4588,2003-03-06,"Eucalyptus conferruminata subsp. recherche","East side of Flinders Peak, Middle Island, Recherche Archipelago, Western Australia.","Tree, 12 metres tall. Lignotuber status unknown. Bark smooth throughout, pale grey over pale yellow-cream. Leaves glossy, light green. Mallet stand, growing below granite dome with some Eucalyptus utilis and Hakea drupacea. CANB, PERTH",NA,NA
4589,2003-03-06,"Eucalyptus utilis","South of Pink Lake, Middle Island, Recherche Archipelago, Western Australia.","Mallet, 10 metres tall. Bark smooth throughout, grey-green over bright yellow-green. Leaves glossy, dark metalic green. Dense mallet stand, growing on slight north facing slope of shallow sand over limestone with some Eucalyptus incrassata. CANB, PERTH Photos",-34.1027777777778,123.200833333333
4592,2003-03-08,"Eucalyptus conferruminata subsp. recherche","North-west side of Mondrain Island, Recherche Archipelago, Western Australia.","Seedling from burnt vegetation. Leaves slightly discolorous, dull, pale green, scabrid. Stem terete, scabrid. Growing on steep west facing slope between granite boulders. PERTH",-34.1302777777778,122.241666666667
4593,2003-03-08,"Eucalyptus incrassata","North-west side of Mondrain Island, Recherche Archipelago, Western Australia.","Seedling from burnt vegetation. Leaves slightly discolorous, dull, slightly blue-green, becoming glossy and green. Stem terete, smooth. Growing on steep west facing slope between granite boulders. PERTH",-34.1302777777778,122.241666666667
4596,2003-03-08,"Eucalyptus conferruminata subsp. recherche","North-west side of Mondrain Island, Recherche Archipelago, Western Australia.","Mallet (killed by fire), 4 metres tall. Bark smooth throughout, tan. Dense stand, growing granite ridge of plateau. PERTH Photos",-34.13,122.244166666667
4597,2003-03-08,"Eucalyptus cornuta","Middle of Mondrain Island, Recherche Archipelago, Western Australia.","Tree, 12 metres tall. Bark rough for 2 to 3 metres, moderately fissured, grey; smooth above, grey over greenish tan. Leaves glossy, light green. Woodland stand, growing on slight east facing slope of dark grey loam over granite with Eucalyptus aff. conferruminata nearby. PERTH",-34.1297222222222,122.248055555556
4598,2003-03-08,"Eucalyptus cornuta","Middle of Mondrain Island, Recherche Archipelago, Western Australia.","Seedling from burnt vegetation. Leaves slightly discolorous, dull, green. Stem terete, weakly scabrous. PERTH",-34.1297222222222,122.248055555556
4599,2003-03-08,"Eucalyptus utilis","North side of Mondrain Island, Recherche Archipelago, Western Australia.","Mallet, 8 metres tall. Bark smooth throughout, pale grey-green over yellow-green. Leaves glossy, dark olive green. Dense stand, growing on moderate north facing slope on loam over granite with Eucalyptus incrassata and E. aff. conferruminata nearby. PERTH",-34.1258333333333,122.244722222222
4600,2003-03-08,"Eucalyptus utilis","South side of Sandy Hook Island, Recherche Archipelago, Western Australia.","Small mallets, 4 metres tall. Bark smooth throughout, grey-green over pale tan. Leaves glossy, dark olive green. Dense stand, growing on steep, south facing ridge on granite with Hakea drupacea and Melaleuca globifera. CANB, PERTH",-34.0413888888889,121.988333333333
4602,2003-03-08,"Eucalyptus incrassata","South side of Sandy Hook Island, Recherche Archipelago, Western Australia.","Mallee, 2 metres tall. Bark smooth throughout, ribbony, grey-tan. Leaves glossy, dark green. Growing in open mallee on steep, south facing slope of sandstone/granite with Eucalyptus aff. conferruminata and Allocasuarina. CANB, PERTH",-34.0422222222222,121.990833333333
4603,2003-03-08,"Eucalyptus conferruminata subsp. recherche","South side of Sandy Hook Island, Recherche Archipelago, Western Australia.","Windswept shrub 1 metre tall. Lignotuber status unknown. Leaves glossy, dark green. Scattered here, growing in open mallee on steep, south facing slope of sandstone/granite with some Eucalyptus incrassata and Allocasuarina. CANB, PERTH",-34.0422222222222,121.991388888889
4604,2003-03-08,"Eucalyptus aquilina","Above beach on NE side of Sandy Hook Island, Recherche Archipelago, Western Australia.","Large mallee, 8 metres tall. Bark smooth throughout, pale grey over pale creamy-yellow. Leaves slightly glossy, pale green. Growing on north-west facing slope in dense shrubland below granite slope with Eucalyptus goniantha subsp. notactites. CANB, PERTH",-34.0425,121.995555555556
4605,2003-03-08,"Eucalyptus notactites","Above beach on NE side of Sandy Hook Island, Recherche Archipelago, Western Australia.","Mallee, 6 metres tall. Bark smooth throughout, pale grey over red-tan. Leaves slightly glossy, slightly blue-green at first, maturing glossy and dark green. Growing on north-west facing slope in dense shrubland below granite slope with Eucalyptus aquilina and E. aff. conferruminata. CANB, PERTH",-34.0425,121.995555555556
4606,2003-03-08,"Eucalyptus utilis","North-west side of Long Island, Recherche Archipelago, Western Australia.","Mallet, 8 metres tall. Bark smooth throughout, dull grey and light grey over slightly glossy orange-tan. Leaves glossy, dark green. Dominant here, growing on high broad ridge of organic sandy-loam over granite in pure stands. CANB, PERTH",-34.0497222222222,121.968611111111
4608,2003-03-09,"Eucalyptus cornuta","North side of Observatory Island, Recherche Archipelago, Western Australia.","Large tree-mallee, 7 metres tall. Bark rough for 2 to 4 metres (10 to 30 cm diameter), moderately fissured, grey; smooth above, grey-brown over cream. Leaves glossy, dark green. Growing on slight north facing slope in dense tall Melaleuca sp. shrubland. CANB, PERTH",-33.9230555555556,121.795833333333
4609,2003-03-10,"Eucalyptus cornuta x E. utilis","Woody Island, Recherche Archipelago, Western Australia.","Spreading tree, lignotuber apparent at base. Bark rough for 2 metres, flaky, grey-brown; smooth above, pale grey over cream. Leaves glossy, green. Single tree of this, growing on moderate east facing slope of brown loam over granite between Eucalyptus utilis (upslope) and E. cornuta (downslope) stands. CANB, PERTH",-33.9669444444444,122.018888888889
4610,2003-03-10,"Eucalyptus conferruminata subsp. recherche x E. incrassata","West side of Woody Island, Recherche Archipelago, Western Australia.","Mallee, 3 metres tall. Bark smooth throughout, ribbony, pale grey over very pale grey. Leaves mostly dead. Two plants, both near death (probably from drought), growing on slight west facing slope in dense shrubland with Eucalyptus aff. conferruminata and E. incrassata. PERTH",-33.9669444444444,122.009722222222
4611,2003-03-10,"Eucalyptus conferruminata subsp. recherche","West side of Woody Island, Recherche Archipelago, Western Australia.","Shrubby mallet, 3 metres tall, two stems from ground level. Bark smooth throughout, grey over pale grey over yellow-cream. Leaves glossy, green. Common here, growing in closed low shrubland on exposed granite on west facing slope with some Eucalyptus incrassata and Allocasuarina. PERTH",-33.9669444444444,122.010277777778
4612,2003-03-10,"Eucalyptus incrassata","West side of Woody Island, Recherche Archipelago, Western Australia.","Mallee, 4 metres tall. Bark smooth throughout, very ribbony, dark grey-brown over light grey-tan. Leaves glossy, dark green. Flowers cream. Growing on slight west facing slope in dense shrubland with some Eucalyptus aff. conferruminata and Leptospermum sp. AD, CANB, PERTH",-33.9669444444444,122.010277777778
4613,2003-03-10,"Eucalyptus utilis","Woody Island, Recherche Archipelago, Western Australia.","Tall mallets to 15 metres tall. Bark smooth throughout, grey and pale grey over orange-cream. Leaves glossy, dark olive green. Growing as large stand on slight NE facing slope of grey-brown loam over granite with some Eucalyptus cornuta. CANB, PERTH",-33.9661111111111,122.019166666667
4614,2003-03-10,"Eucalyptus cornuta","Camping area, Woody Island, Recherche Archipelago, Western Australia.","Tree, many individuals multi-stemmed, to 8 metres tall. Bark rough for 1 metre; smooth throughout in many individuals here, rough up to 2 metres height in some. Smooth bark pale grey over yellow-cream. Flowers lemon yellow. Growing in grey loam over granite with some Eucalyptus aff. conferruminata. CANB, PERTH Photos",-33.965,122.020833333333
4615,2003-08-10,"Eucalyptus vittata","Eyre Highway, between Norseman and Fraser Range, Western Australia.","Tree (mallet) to 7 metres tall. Bark smooth throughout, ribbony, pale tan over cream. Leaves dull, more or less blue-green. Scattered here, growing on orange clay-loam with Eucalyptus eremophila, E. horistes, E. cylindrocarpa and one probably hybrid similar to E. distuberosa in morphology. AD, PERTH",-32.0713888888889,122.491666666667
4616,2003-08-11,"Eucalyptus distuberosa subsp. distuberosa","Great Eastern Highway, between Southern Cross and Coolgardie, Western Australia.","Mallet 7 metres tall. Bark smooth throughout, very ribbony, tan over creamy-white. Leaves glossy, dark green, reticulation moderate with dense island and intersectional oil glands. Growing in small pure stands on red-brown clay-loam with Eucalyptus urna, E. loxophleba subsp. lissophloia and E. yilgarnensis. AD, PERTH",-31.1880555555556,120.435555555556
4617,2003-08-11,"Eucalyptus kochii subsp. plenissima","Great Eastern Highway, near Carrabin, Western Australia.","Mallee 5 metres tall. Bark rough for 2 to 3 metres, moderately coarsely fissured, dark grey. Leaves slightly glossy, green, to more or less dull and blue-green on others here. Scattered here, growing on pale brown loam in mallee with Eucalyptus loxophleba subsp. lissophloia and E. sheathiana. AD, PERTH",-31.3766666666667,118.660555555556
4618,2003-08-12,"Eucalyptus gomphocephala","Ghost House road, Yanchep National Park, Western Australia.","Tree 30 metres tall. Bark rough throughout, moderately-finely fissured, grey-brown. Leaves more or less glossy, mid-green. Growing as tall open stand on pale brown sand in pure stand. PERTH",-31.545,115.674722222222
4619,2003-08-12,"Eucalyptus marginata subsp. thalassica","Just off Great Eastern Highway, between The Lakes and Mundaring, Western Australia.","Tree to 25 metres tall. Bark rough throughout, fibrous-stringy, grey-brown over reddish-brown. Leaves discolorous, more or less dull, slightly blue-green. Growing on slight south-facing slope in lateritic granelly loam near upper gully as co-dominant with Corymbia calophylla; also some Eucalyptus patens. PERTH",-31.8908333333333,116.249166666667
4620,2003-08-12,"Corymbia calophylla","Just off Great Eastern Highway, between The Lakes and Mundaring, Western Australia.","Tree to 35 metres tall. Bark rough throughout, irregulary tessellated, grey-brown over reddish-brown. Leaves discolorous. Growing on slight south-facing slope in lateritic granelly loam near upper gully as co-dominant with Eucalyptus marginata subsp. thalassica; also some E. patens. PERTH",-31.8908333333333,116.249166666667
4621,2003-08-12,"Eucalyptus patens","Just off Great Eastern Highway, between The Lakes and Mundaring, Western Australia.","Tree 15 metres tall, others to 30 metres tall. Bark rough throughout, thick, moderately-coarsely fissured, grey-brown. Leaves dull, slightly blue-green. Growing at swampy headwaters of valley with Corymbia calophylla and Eucalyptus marginata subsp. thalassica. PERTH",-31.8908333333333,116.249166666667
4622,2003-08-12,"Eucalyptus wandoo subsp. wandoo","Just off Great Eastern Highway, between The Lakes and Mundaring, Western Australia.","Tree to 25 metres tall. Bark smooth throughout, grey over pale grey over cream, not powdery. Leaves dull, blue-green. Dominant here, growing on slight slope of lateritic gravelly loam with Corymbia calophylla and Eucalyptus marginata subsp. thalassica. PERTH",-31.8844444444444,116.261944444444
4623,2003-08-12,"Eucalyptus wandoo subsp. wandoo","Just off Great Southern Highway, between The Lakes and York, Western Australia.","Tree to 12 metres tall. Bark smooth throughout, grey over very pale grey. Leaves dull, blue-green. Growing on slight broad rise of lateritic gravelly orange loam with Corymbia calophylla, Eucalyptus marginata subsp. thalassica and E. accedens with Dryandra understorey. PERTH",-31.8952777777778,116.558611111111
4624,2003-08-12,"Eucalyptus marginata subsp. thalassica","Just off Great Southern Highway, between The Lakes and York, Western Australia.","Tree to 15 metres tall. Bark rough throughout, stringy-fibrous, grey-brown over brown. Leaves discolorous, more or less dull, blue-green. Growing on slight broad rise of lateritic gravelly orange loam with Corymbia calophylla, Eucalyptus wandoo subsp. wandoo and E. accedens with Dryandra understorey.. PERTH",-31.8952777777778,116.558611111111
4625,2003-08-13,"Corymbia calophylla","Just off Great Southern Highway, between The Lakes and York, Western Australia.","Tree to 15 metres tall. Bark rough throughout, tessellated, grey-brown over reddish-brown. Leaves strongly discolorous, glossy and dark green above. Uncommon here, growing on slight broad rise of lateritic gravelly orange loam with Eucalyptus marginata subsp. thalassica, E. wandoo subsp. wandoo and E. accedens with Dryandra understorey. PERTH",-31.8952777777778,116.558611111111
4626,2003-08-13,"Eucalyptus argutifolia","(200 m W of below coordinates). Near Lake Clifton, S of Mandurah, Western Australia.","Whipstick mallee 3 metres tall. Bark smooth throughout, grey over pale grey. Leaves very slightly glossy, green to slightly blue-green. Flowers creamy. Dominant here (100 to 200 plants over several hectares), growing on outcropping boulder limestone with Eucalyptus foecunda, E. decipiens subsp. decipiens and Melaleuca heugelii. AD, CANB, PERTH",-32.7972222222222,115.657777777778
4627,2003-08-13,"Eucalyptus gomphocephala","South-east of Lake Preston, Western Australia.","Tree to 30 metres tall. Bark rough throughout, finely fissured, grey over grey-brown. Leaves slightly discolorous, more or less glossy, green above, slightly paler below. Growing on white sandy-loam on slight rise with Eucalyptus marginata subsp. marginata, Corymbia calophylla and Agonis flexuosa. PERTH",-33.0069444444444,115.743055555556
4628,2003-08-13,"Eucalyptus gomphocephala","Ludlow Tuart Forest National Park, Western Australia.","Tree to 40 metres tall. Bark rough throughout, finely fissured, grey. Leaves slightly discolorous, glossy and green above, slightly paler below. Growing in open forest with some Eucalyptus marginata subsp. marginata, Corymbia calophylla and Agonis flexuosa creating a closed understorey on level pale brown sand. PERTH",-33.5813888888889,115.499166666667
4629,2003-08-14,"Eucalyptus diversicolor","Warren National Park, south-west of Pemberton, Western Australia.","Tree 70 metres tall. Bark smooth throughout, grey over very pale creamy-yellow. Leaves strongly discolorous. Growing in tall forest on slightly undulating orange clay-loam, co-dominant with Corymbia calophylla and understorey of mainly Allocasuarina fraseriana. AD, PERTH",-34.4919444444444,115.951666666667
4630,2003-08-14,"Corymbia calophylla","Warren National Park, south-west of Pemberton, Western Australia.","Tree 60 metres tall. Bark rough throughout, finely tessellated, grey-brown over brown, blackened by fire. Leaves strongly discolorous, slightly glossy and dark green above, paler below. Growing in tall forest on slightly undulating orange clay-loam, co-dominant with Eucalyptus diversicolor and understorey of mainly Allocasuarina fraseriana. PERTH",-34.4919444444444,115.951666666667
4631,2003-08-14,"Eucalyptus marginata subsp. marginata","Pemberton to Northcliffe road, Western Australia.","Tree to 25 metres tall. Bark rough throughout, moderately fissured, stringy, grey over red-brown. Leaves discolorous, glossy and dark green above. Growing on level ground above swamp with Corymbia calophylla, Eucalyptus patens (mainly downslope) and E. diversicolor (mainly upslope). PERTH",-34.5302777777778,116.01
4632,2003-08-14,"Eucalyptus guilfoylei","Between Walpole and Mt Frankland, N of Walpole, Western Australia.","Tree to 25 metres tall. Bark rough throughout, stringy-fibrous, grey-brown over red-brown. Leaves strongly discolorous, glossy and dark green above. Growing on moderate slope in tall forest, relatively uncommon, with Corymbia calophylla and Eucalyptus diversicolor. AD, PERTH",-34.9105555555556,116.688888888889
4633,2003-08-14,"Eucalyptus jacksonii","Walpole-Nornalup National Park, NE of Walpole, Western Australia.","Tree to 50 metres tall. Bark rough throughout, grey-brown over red-brown. Leaves discolorous, glossy and green above. Growing on low rise in tall forest, co-dominant with Corymbia calophylla and E. diversicolor. PERTH",-34.9697222222222,116.791388888889
4634,2003-08-15,"Eucalyptus diversicolor","Prof. John Pate's property, west of Denmark, Western Australia.","Tree 25 metres tall, others here to 45 metres tall. Bark smooth throughout, pale grey over dull yellow-cream. Leaves strongly discolorous, glossy, green. Growing in dense regrowth stand on broad ridge with Corymbia calophylla. PERTH",-34.9655555555556,117.289444444444
4635,2003-08-15,"Eucalyptus virginea","(ca. 500 m E of below coordinates along gully). W side of Mt Lindesay, Western Australia.","Tree to 18 metres tall. Bark smooth throughout, pale grey over creamy white. Leaves slightly discolorous, glossy and dark green above, paler below. Growing between granite boulders with Eucalyptus marginata subsp. marginata and Corymbia calophylla. AD, PERTH",-34.8511111111111,117.276111111111
4636,2003-08-15,"Eucalyptus dorotoxylon","(ca. 300 m E of below coordinates along ridge). W side of Mt Lindesay, Western Australia.","Whipstick mallee 3 metres tall. Bark smooth throughout. Leaves glossy, dark green above. Growing as small stand on slight northerly slope as understorey to open woodland of Eucalyptus marginata subsp. marginata and Corymbia calophylla. AD, PERTH",-34.8511111111111,117.276111111111
4637,2003-08-15,"Eucalyptus wandoo subsp. wandoo","Denmark to Mt Barker road, SW of Mt Barker, Western Australia.","Tree to 18 metres tall. Bark smooth throughout, grey over cream. Leaves more or less dull, slightly blue-green. Growing as small stand in very open woodland in ecotone between swamp with Eucalyptus occidentalis and higher ground with Corymbia calophylla woodland. PERTH",-34.7441666666667,117.506111111111
4638,2003-08-15,"Eucalyptus marginata subsp. marginata","Red Gum Pass, Stirling Range National Park, Western Australia.","Tree to 12 metres tall. Bark rough throughout, stringy-fibrous, moderately fissured, grey over red-brown. Leaves moderately discolorous, glossy and dark green above. Growing on stony pale sand in mixed mallee-woodland with Corymbia calophylla, Eucalyptus wandoo subsp. wandoo, E. decipiens subsp. chalara, E. falcata and E. hebetifolia. PERTH",-34.3788888888889,117.779722222222
4639,2003-08-15,"Corymbia calophylla","Red Gum Pass, Stirling Range National Park, Western Australia.","Tree to 16 metres tall. Bark rough throughout, irregulary tessellated, dark grey over brown. Leaves strongly discolorous. Growing on stony pale sand in mixed mallee-woodland with Eucalyptus marginata subsp. marginata, E. wandoo subsp. wandoo, E. decipiens subsp. chalara, E. falcata and E. hebetifolia. PERTH",-34.3788888888889,117.779722222222
4640,2003-08-16,"Eucalyptus wandoo subsp. wandoo","Red Gum Pass, Stirling Range National Park, Western Australia.","Tree to 16 metres tall. Bark smooth throughout, grey over pale grey over cream and pale yellow-cream. Leaves dull, blue-green. Growing on stony pale sand in mixed mallee-woodland with Corymbia calophylla, Eucalyptus marginata subsp. marginata, E. decipiens subsp. chalara, E. falcata and E. hebetifolia. PERTH",-34.3788888888889,117.779722222222
4641,2003-08-16,"Eucalyptus longicornis","Borden to Amelup road, S of Borden, Western Australia.","Tree to 15 metres tall. Bark rough to small branches, hard, moderately-finely fissured, dark grey-brown. Leaves glossy, dark green. Growing on slight slope in mixed mallee-woodland with Eucalyptus annulata, E. conglobata subsp. perata and some E. occidentalis and E. loxophleba subsp. loxophleba. PERTH",-34.1494444444444,118.251666666667
4642,2003-08-16,"Eucalyptus phaenophylla","Borden to Pingrup road, Western Australia.","Mallee 5 metres tall. Bark ribbony-rough for 1 to 2 metres, otherwise smooth, light grey over yellow-cream. Leaves slightly to strongly glossy, green. Growing on slight rise of grey loam in mallee scrub with Eucalyptus incrassata, E. uncinata and E. falcata. PERTH",-33.9194444444444,118.328888888889
4643,2003-08-16,"Eucalyptus astringens subsp. redacta","Borden to Pingrup road, Western Australia.","Tree to 12 metres tall, non-lignotuberous. Bark smooth throughout, dark grey over grey. Leaves very glossy, dark green. Growing on slight rise of grey clay-loam in mixed mallee-mallet scrub with Eucalyptus phaenophylla, E. platypus subsp. platypus, E. captiosa - incrassata, E. uncinata and E. phenax subsp. narrow-leaf. PERTH",-33.7111111111111,118.364722222222
4644,2003-08-16,"Eucalyptus phaenophylla","Borden to Pingrup road, Western Australia.","Mallee to 7 metres tall. Bark smooth throughout, grey over pale yellow and orange-grey. Leaves glossy, dark green. Growing on slight rise of grey clay-loam in mixed mallee-mallet scrub with Eucalyptus astringens subsp. redacta, E. platypus subsp. platypus, E. captiosa - incrassata, E. uncinata and E. phenax subsp. narrow-leaf. PERTH",-33.7111111111111,118.364722222222
4645,2003-08-16,"Eucalyptus salmonophloia","South of Lake Chinocup system on Nyabing to Pingrup road, Western Australia.","Tree to 20 metres tall. Bark smooth throughout, very pale grey over pale salmon-tan. Leaves very glossy, light green. Growing on plain of pale grey loam, co-dominant with Eucalyptus longicornis; some E. extensa also. PERTH",-33.5983333333333,118.441388888889
4646,2003-08-16,"Eucalyptus longicornis","South of Lake Chinocup system on Nyabing to Pingrup road, Western Australia.","Tree to 18 metres tall. Bark rough to small branches, hard, moderately to finely fissured, dark grey. Leaves glossy, dark green. Growing on plain of pale grey loam, co-dominant with Eucalyptus salmonophloia; some E. extensa also. PERTH",-33.5983333333333,118.441388888889
4647,2003-08-16,"Eucalyptus loxophleba subsp. gratiae","Chinocup Road, W of Pingrup, Western Australia.","Tall, slender-stemmed mallee to 9 metres tall. Bark smooth throughout, grey over dull olive-green. Leaves very glossy, dark green. Branchlets pruinose. Growing on broad rise in stony orange clay-loam with Eucalyptus quadrans, E. tenera, E. phaenophylla and E. conglobata subsp. perata. PERTH",-33.5480555555556,118.3775
4648,2003-08-16,"Eucalyptus tenera","Chinocup Road, W of Pingrup, Western Australia.","Mallee to 5 metres tall. Bark smooth throughout, glossy, dark grey over reddish-copper. Leaves glossy, metalic slightly blue-green. Common here, growing on broad rise in stony orange clay-loam with Eucalyptus quadrans, E. loxophleba subsp. gratiae, E. phaenophylla and E. conglobata subsp. perata. AD, PERTH",-33.5480555555556,118.3775
4649,2003-08-16,"Eucalyptus salubris","Pingrup to Lake Grace Road, Western Australia.","Tree (mallet) to 8 metres tall. Bark smooth throughout, glossy, dark grey over dark coppery. Leaves very glossy, dark green. Growing on broad rise of pale grey loam with Eucalyptus celastroides subsp. virella, E. tenera, E. flocktoniae subsp. flocktoniae, E. conglobata subsp. perata and E. pileata. PERTH",-33.3816666666667,118.51
4650,2003-08-16,"Eucalyptus flocktoniae subsp. flocktoniae","Pingrup to Lake Grace Road, Western Australia.","Mallee, lignotuiberous, to 6 metres tall. Bark smooth throughout, grey over pale grey-tan. Leaves glossy, dark green. Scattered here, growing on broad rise of pale grey loam with Eucalyptus quadrans, E. tenera, E. salubris, E. conglobata subsp. perata and E. pileata. PERTH",-33.3816666666667,118.51
4651,2003-08-16,"Eucalyptus pileata","Pingrup to Lake Grace Road, Western Australia.","Mallee to 5 metres tall. Bark smooth throughout, ribbony, pale grey over cream. Leaves glossy, dark green. Common here, growing on broad rise of pale grey loam with Eucalyptus quadrans, E. tenera, E. salubris, E. conglobata subsp. perata and E. flocktoniae subsp. flocktoniae. PERTH",-33.3816666666667,118.51
4652,2003-08-17,"Eucalyptus salmonophloia","Ca. 10 km south of Lake Grace on Pingrup to Lake Grace Road, Western Australia.","Tree to 20 metres tall. Bark smooth throughout, pale grey over cream and dull yellow-orange. Leaves very glossy, light green. Scattered here, growing on plain of pale brown loam with Eucalyptus extensa, E. urna and E. salubris. PERTH",-33.165,118.472777777778
4653,2003-08-17,"Eucalyptus salubris","Ca. 10 km south of Lake Grace on Pingrup to Lake Grace Road, Western Australia.","Tree to 12 metres tall. Bark smooth throughout, glossy, dark coppery-red. Leaves very glossy, green. Growing on plain of pale brown loam with Eucalyptus extensa, E. urna and E. salmonophloia. PERTH",-33.165,118.472777777778
4654,2003-08-17,"Eucalyptus urna","Ca. 10 km south of Lake Grace on Pingrup to Lake Grace Road, Western Australia.","Tree to 12 metres tall. Bark smooth throughout, grey over pale grey over cream. Leaves very glossy, dark green. Growing on plain of pale brown loam with Eucalyptus extensa, E. salubris and E. salmonophloia. PERTH",-33.165,118.472777777778
4655,2003-08-17,"Eucalyptus marginata subsp. marginata","Jilakin Rock picnic area, E of Kulin, Western Australia.","Tree to 18 metres tall. Bark rough throughout, coarsely stringy, grey-brown over red-brown. Leaves strongly discolorous, glossy, dark green. Several dozen plants of this here, growing below granite rock dome in dense Allocasuarina woodland with some Eucalyptus loxophleba subsp. loxophleba. PERTH",-32.6647222222222,118.325833333333
4656,2003-08-17,"Eucalyptus loxophleba subsp. loxophleba","Jilakin Rock picnic area, E of Kulin, Western Australia.","Tree, many several-stemmed, to 12 metres tall. Bark rough to 50 to 100 mm diameter branches, hard, moderately fissured, dark grey; smooth above, slightly glossy, dark olive-grey. Leaves very glossy, dark green. Growing below granite rock dome in dense Allocasuarina woodland with Eucalyptus marginata subsp. marginata. AD, PERTH",-32.6647222222222,118.325833333333
4657,2003-08-17,"Eucalyptus astringens subsp. redacta","Dragon Rocks Nature Reserve, S of Hyden, Western Australia.","Mallet to 10 metres tall. Bark smooth throughout, dark grey over grey. Leaves glossy, dark green. Growing below slight breakaway, emergent above mallee, with Eucalyptus tephroclada, E. densa subsp. densa, E. flocktoniae subsp. flocktoniae, E. calycogona subsp. calycogona, E. phenax subsp. phenax and E. phaenophylla. PERTH",-32.7297222222222,119.004722222222
4658,2003-08-17,"Eucalyptus phaenophylla","Dragon Rocks Nature Reserve, S of Hyden, Western Australia.","Mallee to 6 metres tall. Bark smooth throughout, but ribbony and persistent in crown. Leaves glossy, dark green. Scattered here, growing below slight breakaway with Eucalyptus tephroclada, E. densa subsp. densa, E. astringens subsp. redacta, E. calycogona subsp. calycogona, E. phenax subsp. phenax and E. flocktoniae subsp. flocktoniae. PERTH",-32.7297222222222,119.004722222222
4659,2003-08-17,"Eucalyptus flocktoniae subsp. flocktoniae","Dragon Rocks Nature Reserve, S of Hyden, Western Australia.","Mallee to 6 metres tall. Bark smooth throughout, ribbony, grey. Leaves glossy, dark green. Scattered here, growing below slight breakaway with Eucalyptus tephroclada, E. densa subsp. densa, E. astringens subsp. redacta, E. calycogona subsp. calycogona, E. phenax subsp. phenax and E. phaenophylla. PERTH",-32.7297222222222,119.004722222222
4660,2003-08-17,"Eucalyptus latens","Dragon Rocks Nature Reserve, S of Hyden, Western Australia.","Mallee 3 metres tall. Bark smooth throughout, pale grey over pale tan-cream. Leaves glossy, dark green, dense oil glands. Growing on slight, broad rise on yellow sand with Eucalyptus albida and E. phaenophylla. AD, PERTH",-32.7047222222222,118.998888888889
4661,2003-08-17,"Eucalyptus wandoo subsp. wandoo","Twine Reserve, N of Hyden, Western Australia.","Tree to 20 metres tall. Bark smooth throughout, very pale grey over white. Leaves more or less dull, blue-green. Growing in more or less pure stand below granite rock dome by creek, surrounded by mallee shrubland of Eucalyptus capillosa subsp. polyclada, E. tephroclada, E. calycogona subsp. calycogona, E. sheathiana and E. salmonophloia.",-32.1102777777778,118.96
4662,2003-08-17,"Eucalyptus salmonophloia","Twine Reserve, N of Hyden, Western Australia.","Tree to 15 metres tall. Bark smooth throughout, very pale grey over pale salmon pink. Leaves very glossy, light green. Scattered here, growing on grey clay loam with Eucalyptus capillosa subsp. polyclada, E. tephroclada, E. calycogona subsp. calycogona and E. sheathiana. PERTH",-32.1102777777778,118.96
4663,2003-08-17,"Eucalyptus tephroclada","Twine Reserve, N of Hyden, Western Australia.","Mallee to 4 metres tall. Bark smooth throughout, dark grey over reddish coppery. Leaves glossy, metalic dark olive-green. Branchlets and flower buds variably pruinose. Common here, growing on grey clay loam with Eucalyptus capillosa subsp. polyclada, E. salmonophloia, E. calycogona subsp. calycogona and E. sheathiana. PERTH",-32.1102777777778,118.96
4664,2003-08-17,"Eucalyptus calycogona subsp. calycogona","Twine Reserve, N of Hyden, Western Australia.","Mallee to 5 metres tall. Bark smooth throughout, grey over reddish tan. Leaves glossy, dark green. Branchlets and flower buds variably pruinose. Common here, growing on grey clay loam with Eucalyptus capillosa subsp. polyclada, E. salmonophloia, E. tephroclada and E. sheathiana. PERTH",-32.1102777777778,118.96
4665,2003-08-17,"Eucalyptus sheathiana","Twine Reserve, N of Hyden, Western Australia.","Mallee to 5 metres tall. Bark smooth throughout, very ribbony, grey over tan. Leaves dull, blue-green. Branchlets and flower buds pruinose. Scattered here, growing on grey clay loam with Eucalyptus capillosa subsp. polyclada, E. salmonophloia, E. calycogona subsp. calycogona and E. tephroclada. PERTH",-32.1102777777778,118.96
4666,2003-08-17,"Eucalyptus capillosa (polyclada)","Twine Reserve, N of Hyden, Western Australia.","Mallee to 8 metres tall. Bark smooth throughout, grey over yellow-orange. Leaves dull, blue-green. Branchlets pruinose. Common here, growing on grey clay loam with Eucalyptus tephroclada, E. salmonophloia, E. calycogona subsp. calycogona and E. sheathiana. PERTH",-32.1102777777778,118.96
4667,2003-08-18,"Eucalyptus leptopoda subsp. ?subluta",NA,"Whipstick mallee to 4 metres tall. Bark smooth throughout, pale grey over reddish. Leaves becoming very slightly glossy, pale green. No parts pruinose. Scattered here, growing on broad rise in gravelly orange sand in dense Acacia/Allocasuarina/Callitris shrubland. PERTH",-32.4258333333333,119.356388888889
4668,2003-08-18,"Eucalyptus steedmanii","Holland Track, between Hyden - Norseman Rd and Mt Holland, Western Australia.","Mallet, post fire recovery, 3 metres tall. Leaves glossy, metalic olive-green. Few fruits seen here. Growing on orange clay-loam with Eucalyptus flocktoniae subsp. flocktoniae, E. calycogona subsp. calycogona and some E. salmonophloia, E. salubris and E. livida. AD, PERTH",-32.2777777777778,119.580833333333
